Title,Link,Detailed Description,What You'll Learn,Requirements,Target Audience,Instructor,Rating,Ratings Count,Duration,Lectures,Level,Current Price,Original Price
Fundamentals of Database Engineering,https://www.udemy.com/course/database-engines-crash-course/,"Learn ACID, Indexing, Partitioning, Sharding, Concurrency control, Replication, DB Engines, Best Practices and More!","['Learn and understand ACID Properties', 'Database Indexing', 'Database Partitioning', 'Database Replication', 'Database Sharding', 'Database Cursors', 'Concurrency Control (Optimistic, Pessimistic)', 'B-Trees in Production Database Systems', 'Database System Designs', 'Difference between Database Management System, Database Engine and Embedded database', 'Database Engines such as MyISAM, InnoDB, RocksDB, LevelDB and More', 'Benefits of Using one database engine over the other', 'Switching Database Engines with MySQL', 'Database Security', 'Homomorphic Encryption']","['Have worked with databases before but wish to get deeper understanding', 'Basic SQL knowledge']",['Software Engineers and Database Engineers'],Hussein Nasser,4.7,"11,145 ratings",30.5 total hours,165 lectures,Intermediate,"Current price₫459,000","Original Price₫2,499,000"
"NodeJS Pro: Advanced Streams, Design Patterns, Performance",https://www.udemy.com/course/advanced-node-js/,Level up your Node.js skills by mastering design patterns to solve common problems and scaling apps with streams.,"['Process large loads of data on demand, such as processing videos, integrations between databases, and more using the Node js Streams.', 'Learn essential creational and structural patterns to help solve common coding challenge.s.', 'Using multi-processes and multithreading in Node js.', 'Processing terabytes of files.', 'Minimize backpressure in data transmission using Node JS Streams.', 'Consuming multimedia data on demand.', 'Learn how to set up horizontal partitioning to split data between databases.']",['Basic experience with programming in NodeJS'],"['Developers interested in improving their NodeJS coding skills', 'Technical interview candidates looking to review the most important concepts in Node JS.']",CodeLicks Academy,4.5,91 ratings,16.5 total hours,157 lectures,Intermediate,"Current price₫279,000","Original Price₫1,119,000"
Let's Prepare for a Back-End Developer Job Interview,https://www.udemy.com/course/back-end-developer-job-interview/,"Tips for Interview Questions, and Effective Communication","['Learn how to introduce yourself', 'Understand common interview questions', 'Learn how to talk about past work', 'Understand how to handle tricky questions', 'Get better at talking about your career', 'Get tips on explaining your technical skills']",['Interest to have successful Back-End Developer Job interview'],['For Back-End Developers who are preparing for a Job interview'],Andrew Zenker,5.0,2 ratings,4 total hours,31 lectures,Intermediate,"Current price₫279,000","Original Price₫399,000"
Troubleshooting Backend Systems,https://www.udemy.com/course/discovering-backend-bottlenecks-unlocking-peak-performance/,"Unlocking Peak Backend Performance with Chrome DevTools, MITM Proxy, and Wireshark","['Identify bottlenecks in backend applications', 'Find where latencies live', 'Intercept slow requests from Mobile and Web Apps', 'Using DevTools Networking tap to its full potentional', 'Using Man in the middle proxy MITM to intercept HTTP requests', 'Using Wireshark for packet inspections', 'Real-world Performance Analysis of Backend Applications']","['Must have built a frontend or backend application', 'Familiar with networking and backend concepts']","['Backend Engineers', 'Frontend Engineers', 'Q&A Engineers', 'Full Stack Engineers']",Hussein Nasser,4.8,718 ratings,10.5 total hours,46 lectures,Intermediate,"Current price₫339,000","Original Price₫1,759,000"
Fundamentals of Network Engineering,https://www.udemy.com/course/fundamentals-of-networking-for-effective-backend-design/,Understanding the first principles of networking to build low latency and high throughput backends,"['IP Protocol', 'TCP Protocol', 'UDP Protocol', 'Understand the circumstances where requests and responses are slowed down', 'Learn how DNS works', 'Learn how TLS works', 'Learn the building blocks of TCP/IP Protocol', 'Learn the OSI Model and where your application fits in it', 'Understand the performance impact of TCP/IP in Backend applications', 'Learn how Routing Works inside out', 'Make better decisions on what protocol to select for the Backend', 'Build and Design better TCP/UDP Backends', 'Use Wireshark to inspect traffic', 'Use TCPDUMP to inspect traffic', 'Build TCP and UDP Servers with multiple languages (Javascript and C)', 'Networking with Docker']","['Basic programming experience', 'Recommended: Having built a backend application']","['Backend engineers', 'Frontend engineers who are interested to start building Backend apps', 'Full stack engineers', 'DevOps engineers', 'Site reliability engineers']",Hussein Nasser,4.6,"6,015 ratings",18.5 total hours,66 lectures,Intermediate,"Current price₫309,000","Original Price₫1,659,000"
NestJS Microservices: Build & Deploy a Scaleable Backend,https://www.udemy.com/course/nestjs-microservices-build-deploy-a-scaleable-backend/,"Go beyond the documentation to build a scaleable, production grade backend that will teach you NestJS microservices","['Build & deploy real NestJS microservices following best practices', 'Learn how to build a common library where common code can be shared amongst many applications', 'Connect NestJS microservices together in a Kubernetes cluster on AWS & Google Cloud', 'Test NestJS microservices using an E2E framework', 'Implement JWT authentication & user roles', 'Integrate payment functionality with Stripe', 'Send emails with nodemailer & Gmail', 'Create CRUD APIs & save data with MongoDB, Prisma & TypeORM', 'Use RabbitMQ to process & retry messages asynchronously', 'Learn how to connect microservices together using gRPC', 'Use GraphQL & Apollo Federation to build an API Gateway and expose our microservices', 'Implement an automated CI/CD pipeline with CloudBuild', 'Provision a load balancer to expose our application externally', 'Develop a production Dockerfile & package json for each microservice']","['Experience with NestJS fundamentals including Controllers, Interceptors, Pipes & Guards', 'Experience with Nodejs & TypeScript', 'For deployment, experience with Docker, Kubernetes & kubectl']","['Experienced backend developers that want to learn NestJS Microservices by going beyond the documentation to build a scaleable, production grade backend']",Michael Guay,4.6,"1,184 ratings",10 total hours,67 lectures,Intermediate,"Current price₫319,000","Original Price₫1,859,000"
Node.js API Masterclass With Express & MongoDB,https://www.udemy.com/course/nodejs-api-masterclass/,Create a real world backend for a bootcamp directory app,"['Real World Backend RESTful API For Bootcamp Directory App', 'HTTP Fundamentals (Req/Res Cycle, Status Codes, etc)', 'Advanced Mongoose Queries', 'JWT/Cookie Authentication', 'Express & Mongoose Middleware (Geocoding, Auth, Error Handling, etc)', 'API Security (NoSQL injection, XSS protection, Rate Limiting)', 'API Documentation & Deployment']","['Modern JavaScript (ES6)', 'Basic programming principles', 'Basic knowledge of Node helps']","['People that want to learn backend web development with Node', 'React/Vue/Angular Frontend devs that want to be full stack devs']",Brad Traversy,4.6,"5,329 ratings",12 total hours,76 lectures,Intermediate,"Current price₫449,000","Original Price₫2,239,000"
"Full Stack Developer (Java, SpringBoot, PostgreSQL, JS, CSS)",https://www.udemy.com/course/full-stack-developer-java-springboot-postgresql-js-css/,"Learn data modeling, backend and frontend technologies by following line-by-line developement of full web application","['Full Stack Developement', 'Real-life Web Application Project', 'Java Backend Developement', ""SpringBoot REST API's"", 'Using HTML & CSS To Create Beatiful Web Pages', 'JavaScript For Frontend Developement', 'Developement According To The Best Practice', 'All Code Available In The Resource Section']","[""Basic understanding of Java and HTML. You'll learn everything else in the course""]",['Beginner Java Developers aspiring to become Full Stack Developers'],Luka Popov,4.4,25 ratings,19.5 total hours,71 lectures,Intermediate,"Current price₫309,000","Original Price₫409,000"
Node JS: Advanced Concepts,https://www.udemy.com/course/advanced-node-for-developers/,"Get advanced with Node.Js! Learn caching with Redis, speed up through clustering, and add image upload with S3 and Node!","['Absolutely master the Event Loop and understand each of its stages', 'Utilize Worker Threads and Clustering to dramatically improve the performance of Node servers', 'Speed up database queries with caching for MongoDB backed by Redis', 'Add automated browser testing to your Node server, complete with continuous integration pipeline setup', 'Apply scalable image and file upload to your app, utilizing AWS S3']","['Basic knowledge of Node, Express, and MongoDB', 'Strong knowledge of Javascript']","['Anyone who wants a deep mastery of Node', 'Engineers looking to understand the internals of Node', ""Programmers looking to improve Node's performance""]",Stephen Grider,4.6,"11,107 ratings",16 total hours,177 lectures,Intermediate,"Current price₫339,000","Original Price₫1,799,000"
"NodeJS Advanced: Process, Thread, Race Condition, Websockets",https://www.udemy.com/course/advanced-nodejs/,"NodeJS Deep Dive: Mastering Internals, Threads, Race Condition, Lock & Stream, Websocket Protocol","['Understand Operating System Fundamentals', 'Understand Node.js Internals', 'Performance Optimization', 'Understand Threads']",['At least 1 year of experience in backend development'],"['Developers who want to understand how Node.js works under the hood', 'Engineers looking to optimize performance in Node.js applications', 'Developers who want to deep understanding of nodejs']",Van Nguyen,5.0,2 ratings,9.5 total hours,70 lectures,Intermediate,"Current price₫289,000","Original Price₫399,000"
Introduction to AI and Machine Learning with Go (Golang),https://www.udemy.com/course/introduction-to-ai-and-machine-learning-with-go-golang/,Learn the fundamentals of Artificial Intelligence and Machine Learning and apply them to your Go programs.,"['Learn the basic principles of artificial intelligence', 'Learn AI search algorithms (BFS, DFS, GBFS, Dijkstra & A* Search)', 'Learn the basic principles behind machine learning', 'Learn about creating worlds with rules for artificial intelligence', 'Learn how to manage probability with artificial intelligence', 'Learn how to train a model using linear regression and multiple linear regression', 'Learn how to implement and use a neural network', 'Learn how to connect to and use remote models on services like Hugging Face', 'Learn how to integrate a Go application with LLMs like ChatGPT, and locally hosted LLMs']","['A basic understanding of the Go programming knowledge', 'A basic understanding of the Python programming language', 'Ideally, a computer with a GPU (helpful, but not strictly necessary)']",['Developers who want to see how AI & Machine Learning can improve their development skills while working in the Go programming language.'],Trevor Sawler,4.9,19 ratings,36 total hours,188 lectures,Intermediate,"Current price₫279,000","Original Price₫1,039,000"
